case_id,fold
1-740597685,2
1-740597735,2
1-740597835,1
1-740604071,4
1-740604107,4
1-740604212,3
1-740604409,3
1-740604467,1
1-740604478,1
1-740604514,3
1-740604526,2
1-740604538,3
1-740604549,3
1-740604573,2
1-740604585,1
1-740604597,2
1-740604609,4
1-740604620,1
1-740604632,4
1-740604644,3
1-740604668,2
1-740604680,2
1-740604691,2
1-740604703,0
1-740604715,1
1-740604727,4
1-740604739,2
1-740604751,2
1-740604774,2
1-740604786,4
1-740604809,2
1-740604843,0
1-740607135,2
1-740607229,3
1-740607267,2
1-740607871,4
1-740609927,0
1-740609951,1
1-740609966,3
1-740610061,1
1-740610261,1
1-740610271,1
1-740610296,4
1-740610319,2
1-740610323,3
1-740610543,4
1-740610640,3
1-740610803,0
1-740616924,3
1-740617030,4
1-740617279,2
1-740617297,1
1-740617320,3
1-740617545,4
1-740617575,1
1-740617671,4
1-740617724,3
1-740617747,0
1-740617780,4
1-740617785,2
1-740617839,2
1-740618111,4
1-740618165,4
1-740618457,1
1-740618490,3
1-740618637,1
1-740620951,3
1-740621151,3
1-740621849,4
1-740621880,3
1-740622964,1
1-740622971,0
1-740622990,3
1-740622995,3
1-740623029,1
1-740623233,3
1-740626303,4
1-740626771,1
1-740626844,4
1-740628101,1
1-740628213,0
1-740628318,4
1-740628430,2
1-740628533,2
1-740628753,4
1-740628896,2
1-740630061,0
1-740630090,2
1-740630195,1
1-740630351,1
1-740630363,2
1-740630613,3
1-740630690,1
1-740632224,2
1-740632381,3
1-740632403,0
1-740632539,3
1-740632587,1
1-740632637,3
1-740633004,4
1-740633126,3
1-740633433,4
1-740633452,1
1-740633469,3
1-740633534,4
1-740633553,0
1-740633703,2
1-740634961,1
1-740635072,4
1-740635131,2
1-740635456,1
1-740635600,1
1-740635653,3
1-740636981,2
1-740637129,4
1-740637167,1
1-740637831,0
1-740637842,0
1-740638030,2
1-740638047,4
1-740638251,3
1-740638407,0
1-740638451,1
1-740638477,2
1-740638521,3
1-740638571,4
1-740638646,3
1-740638661,3
1-740638966,4
1-740639015,2
1-740639319,1
1-740639643,0
1-740639767,2
1-740639788,4
1-740639796,4
1-740639823,4
1-740639887,1
1-740639892,1
1-740640942,0
1-740641078,1
1-740641120,0
1-740641294,4
1-740641386,4
1-740641391,2
1-740641487,1
1-740641679,4
1-740641704,2
1-740641770,2
1-740641837,3
1-740641916,4
1-740641930,4
1-740642034,4
1-740642387,2
1-740642429,2
1-740642605,1
1-740642694,1
1-740648120,3
1-740648385,2
1-740648542,4
1-740648557,1
1-740648561,2
1-740648620,2
1-740648721,0
1-740648766,3
1-740648886,1
1-740650963,2
1-740651321,1
1-740651428,1
1-740651704,3
1-740655421,4
1-740655471,3
1-740655725,3
1-740661914,0
1-740661991,3
1-740662139,2
1-740662243,1
1-740662341,4
1-740662381,2
1-740662398,1
1-740662454,4
1-740662540,0
1-740662560,4
1-740662652,2
1-740662703,1
1-740662754,2
1-740670770,2
1-740675920,1
1-740676483,0
1-740676681,4
1-740676845,1
1-740676879,1
1-740676912,2
1-740676970,3
1-740677096,2
1-740677367,1
1-740677448,2
1-740677506,3
1-740677598,1
1-740677784,4
1-740679046,2
1-740679187,0
1-740679321,3
1-740679438,2
1-740679461,1
1-740679735,3
1-740680072,1
1-740680115,0
1-740680255,2
1-740680292,0
1-740680403,4
1-740680465,1
1-740680611,4
1-740680696,4
1-740681032,1
1-740681438,2
1-740681625,4
1-740681631,1
1-740681925,3
1-740682014,2
1-740682051,0
1-740682117,2
1-740682191,4
1-740682224,0
1-740682250,1
1-740682529,4
1-740682818,1
1-740682941,4
1-740682961,0
1-740683041,2
1-740683101,4
1-740683221,4
1-740683251,4
1-740683341,4
1-740683906,4
1-740683983,4
1-740684121,4
1-740684365,3
1-740684551,3
1-740684600,0
1-740684682,3
1-740684725,3
1-740684766,3
1-740686915,3
1-740687864,0
1-740692450,2
1-740692523,0
1-740692929,4
1-740693037,0
1-740693091,1
1-740693170,0
1-740693604,1
1-740693774,1
1-740693815,4
1-740694988,3
1-740695912,2
1-740696062,0
1-740696371,1
1-740696526,3
1-740698487,2
1-740703014,3
1-740703272,3
1-740703291,4
1-740703310,3
1-740703451,3
1-740703544,4
1-740703573,1
1-740703682,2
1-740703747,3
1-740703867,0
1-740706918,0
1-740706970,3
1-740706986,2
1-740707026,2
1-740707112,4
1-740707164,4
1-740707326,0
1-740707407,4
1-740707608,4
1-740707631,2
1-740715079,2
1-740715175,1
1-740715559,4
1-740715573,0
1-740715676,0
1-740715743,3
1-740715900,4
1-740723068,3
1-740723138,3
1-740723262,0
1-740723275,0
1-740723292,0
1-740723400,2
1-740723437,3
1-740723442,0
1-740723470,4
1-740723593,3
1-740723616,2
1-740723678,0
1-740726055,2
1-740726083,3
1-740726463,1
1-740726483,1
1-740726556,3
1-740726591,2
1-740726794,0
1-740729944,2
1-740730139,2
1-740730409,0
1-740730671,0
1-740730770,1
1-740731990,2
1-740732022,0
1-740732425,4
1-740732805,3
1-740736011,0
1-740736929,3
1-740737509,4
1-740737521,2
1-740737536,3
1-740737718,2
1-740737863,0
1-740739679,1
1-740739879,4
1-740740907,4
1-740740931,1
1-740741211,3
1-740741492,0
1-740741561,0
1-740741591,1
1-740741761,2
1-740741790,1
1-740741891,2
1-740744927,2
1-740745024,0
1-740745084,0
1-740745971,0
1-740746345,4
1-740748947,2
1-740749094,2
1-740749185,4
1-740749299,4
1-740749370,3
1-740749895,4
1-740751001,2
1-740751027,0
1-740751204,4
1-740751544,4
1-740751561,1
1-740751967,4
1-740751976,2
1-740752103,2
1-740752178,4
1-740752351,3
1-740752486,0
1-740752510,0
1-740752893,4
1-740753760,1
1-740753820,2
1-740753868,0
1-740759961,2
1-740760140,1
1-740760247,2
1-740760321,2
1-740760575,1
1-740760605,0
1-740765939,0
1-740766207,3
1-740766308,2
1-740766742,2
1-740767198,2
1-740771213,1
1-740771761,2
1-740771790,0
1-740773205,4
1-740773316,1
1-740773383,2
1-740773742,1
1-740773761,2
1-740779250,0
1-740779636,1
1-740779868,2
1-740779871,3
1-740780000,1
1-740780080,0
1-740780169,1
1-740780180,3
1-740780397,0
1-740780617,4
1-740780662,2
1-740780802,2
1-740780871,2
1-740780926,1
1-740780933,3
1-740781048,0
1-740781113,2
1-740781165,4
1-740781202,2
1-740781343,2
1-740781457,1
1-740781471,1
1-740781545,4
1-740782031,1
1-740782623,0
1-740786620,0
1-740791130,4
1-740791340,2
1-740791397,4
1-740791441,0
1-740791568,1
1-740791585,2
1-740791622,1
1-740791709,0
1-740791756,4
1-740791787,3
1-740791865,4
1-740792117,3
1-740792192,0
1-740792353,4
1-740792431,3
1-740792459,2
1-740792546,3
1-740792688,3
1-740792783,0
1-740792826,2
1-740801127,3
1-740801390,4
1-740801731,0
1-740803114,0
1-740803182,0
1-740803202,0
1-740803434,2
1-740803482,4
1-740803513,1
1-740803667,0
1-740803750,3
1-740803777,4
1-740804915,1
1-740804949,1
1-740805045,3
1-740805060,0
1-740805104,3
1-740811102,1
1-740811300,3
1-740811530,3
1-740811922,0
1-740812001,4
1-740812056,4
1-740812093,3
1-740812155,2
1-740812490,4
1-740812542,3
1-740812628,4
1-740812736,0
1-740813912,3
1-740813959,1
1-740814049,4
1-740814177,1
1-740814205,4
1-740814456,3
1-740814666,0
1-740814764,0
1-740816078,1
1-740816193,2
1-740816795,4
1-740816836,3
1-740820090,1
1-740820127,1
1-740820157,4
1-740820201,0
1-740820286,2
1-740820318,2
1-740820688,2
1-740821231,4
1-740821802,1
1-740824274,4
1-740824347,3
1-740824701,4
1-740824718,4
1-740826591,2
1-740827022,4
1-740827080,3
1-740827441,1
1-740827705,3
1-740827851,0
1-740829059,1
1-740829472,4
1-740829531,3
1-740829567,1
1-740833004,3
1-740834992,0
1-740835137,2
1-740835229,2
1-740835239,3
1-740835335,3
1-740835599,0
1-740839338,4
1-740839393,2
1-740839404,2
1-740839458,1
1-740839548,1
1-740841250,4
1-740841271,3
1-740841300,4
1-740841599,2
1-740842201,1
1-740842422,3
1-740844119,3
1-740844296,3
1-740844433,2
1-740846470,1
1-740846515,2
1-740846820,4
1-740847057,0
1-740847124,0
1-740847182,0
1-740847333,1
1-740847645,4
1-740847830,3
1-740847841,3
1-740847897,4
1-740847921,4
1-740848036,2
1-740848060,1
1-740848086,4
1-740849411,0
1-740852906,1
1-740852972,4
1-740853009,0
1-740853095,4
1-740853331,1
1-740853360,0
1-740853391,4
1-740853408,1
1-740855996,1
1-740856521,1
1-740858155,0
1-740858249,2
1-740858571,0
1-740858915,0
1-740858975,1
1-740859373,4
1-740859433,4
1-740859521,4
1-740859565,3
1-740859738,0
1-740859781,1
1-740861081,2
1-740861351,4
1-740861371,2
1-740861917,2
1-740862061,3
1-740862080,1
1-740862126,3
1-740862164,0
1-740865953,3
1-740865969,4
1-740866691,0
1-740866708,0
1-740866821,2
